Date,Jornada,EquipoLocal,ResultadoLocal,EquipoVisitante,ResultadoVisitante,EquipoJugador,Manager,NombreJugador,Posicion,Puntos,Suplente,Cambio,Goles,Asistencias,GolPropia,PenaltiMarcado,PenaltiFallado,PenaltiParado,Amarilla,Roja
2025-11-29,1,222,1,14,3,222,De la Guettir FC,C. Portu,3,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,222,Libre,L. Krejčí,2,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,222,Los marinero,T. Lemar,3,5,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,222,Los marinero,H. Rincón,2,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,222,MuchaSalsa,D. López,2,0,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,14,Chamacónicos,P. Ciss,3,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,14,Dani,P. Fernández,2,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,14,Libre,U. López,3,5,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,14,Los marinero,J. de Frutos,3,14,0,1,1,1,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,14,Maldinillo 💥,Á. García,3,10,0,1,1,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,14,Maldinillo 💥,Ó. Valentín,3,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,222,1,14,3,14,MuchaSalsa,G. Gumbau,3,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,20,Chamacónicos,R. Marín,2,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,20,De la Guettir FC,S. Cardona,2,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,20,Los marinero,E. Eyong,4,8,0,0,1,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,20,Maldinillo 💥,A. Pedraza,2,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,20,Maldinillo 💥,G. Moreno,4,5,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,20,MuchaSalsa,L. Júnior,1,6,0,0,0,0,0,0,0,1,1,0
2025-11-29,1,20,2,1370,0,1370,Chamacónicos,D. Calvo,2,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,1370,Chamacónicos,S. Rondón,4,-2,0,1,0,0,0,0,1,0,0,0
2025-11-29,1,20,2,1370,0,1370,Dani,I. Chaira,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,20,2,1370,0,1370,Maldinillo 💥,K. Sibo,3,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,408,0,3,3,408,Chamacónicos,V. Muriqi,4,-7,0,0,0,0,0,0,0,0,0,1
2025-11-29,1,408,0,3,3,408,De la Guettir FC,P. Torre,3,2,0,1,0,0,0,0,0,0,1,0
2025-11-29,1,408,0,3,3,408,Libre,O. Mascarell,3,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,408,0,3,3,408,Los marinero,L. Román,1,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,408,0,3,3,408,Los marinero,M. Morey,2,1,0,1,0,0,0,0,0,0,1,0
2025-11-29,1,408,0,3,3,3,Los marinero,A. Balde,2,6,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,408,0,3,3,3,MuchaSalsa,Raphinha,4,10,0,1,1,0,0,0,0,0,1,0
2025-11-29,1,48,2,12,1,48,Dani,P. Ibáñez,3,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,48,2,12,1,48,Libre,V. Parada,2,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,48,2,12,1,12,Dani,P. Martínez,3,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,48,2,12,1,12,Libre,A. de la Fuente,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,19,1,16,1,19,De la Guettir FC,A. Danjuma,4,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,19,1,16,1,16,Chamacónicos,B. Méndez,3,5,0,1,0,1,0,0,0,0,0,0
2025-11-29,1,19,1,16,1,16,Chamacónicos,P. Marín,3,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,19,1,16,1,16,Dani,T. Kubo,3,10,0,1,1,0,0,0,0,0,0,0
2025-11-29,1,19,1,16,1,16,Juanba,A. Remiro,1,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,19,1,16,1,16,Maldinillo 💥,G. Guedes,4,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,5,0,9,2,5,De la Guettir FC,F. Beltrán,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,5,0,9,2,5,Jotabetrbb,I. Radu,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,5,0,9,2,5,Juanba,I. Moriba,3,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,5,0,9,2,5,Juanba,B. Zaragoza,3,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,5,0,9,2,5,Maldinillo 💥,W. Swedberg,3,-1,0,1,0,0,0,0,0,0,1,0
2025-11-29,1,5,0,9,2,9,De la Guettir FC,D. Soria,1,5,0,0,0,0,0,0,0,0,1,0
2025-11-29,1,5,0,9,2,9,MuchaSalsa,M. Martín,3,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,1,3,17,2,1,Dani,D. Vivian,2,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,1,3,17,2,1,Dani,A. Paredes,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,1,3,17,2,1,Libre,G. Guruzeta,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,1,3,17,2,17,Dani,L. Agoumé,3,10,0,0,1,0,0,0,0,0,1,0
2025-11-29,1,1,3,17,2,17,Jotabetrbb,S. Idumbo,3,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,1,3,17,2,17,Juanba,I. Romero,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,1,3,17,2,17,Juanba,C. Ejuke,3,4,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,1,3,17,2,17,MuchaSalsa,A. Adams,4,5,0,0,0,1,0,0,0,0,0,0
2025-11-29,1,8,2,2,1,8,Jotabetrbb,R. Terrats,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,8,2,2,1,8,Los marinero,T. Dolan,3,5,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,8,2,2,1,8,MuchaSalsa,F. Calero,2,4,0,1,0,0,0,0,0,0,1,0
2025-11-29,1,8,2,2,1,2,Jotabetrbb,M. Ruggeri,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,8,2,2,1,2,Juanba,R. Le Normand,2,2,0,0,0,0,0,0,0,0,1,0
2025-11-29,1,23,1,4,1,23,De la Guettir FC,J. Donald,2,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,23,1,4,1,23,De la Guettir FC,L. Pétrot,2,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,23,1,4,1,4,Chamacónicos,R. Riquelme,3,5,0,1,0,1,0,0,0,0,0,0
2025-11-29,1,23,1,4,1,4,Dani,P. López,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,23,1,4,1,4,Juanba,C. Bakambu,4,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,23,1,4,1,4,Los marinero,P. Fornals,3,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,23,1,4,1,4,MuchaSalsa,S. Altimira,3,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,15,1,50,0,15,Chamacónicos,T. Courtois,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,15,1,50,0,15,Dani,A. Güler,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,15,1,50,0,15,Jotabetrbb,V. Júnior,4,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,1,15,1,50,0,15,Jotabetrbb,G. García,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,1,15,1,50,0,15,Los marinero,É. Militão,2,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,15,1,50,0,50,Jotabetrbb,J. Moncayola,3,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,1,15,1,50,0,50,Jotabetrbb,A. Bretones,2,-4,0,0,0,0,0,0,0,0,0,1
2025-11-29,1,15,1,50,0,50,Maldinillo 💥,A. Budimir,4,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,4,1,48,0,4,Chamacónicos,R. Riquelme,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,4,1,48,0,4,Dani,P. López,1,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,4,1,48,0,4,Juanba,C. Bakambu,4,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,4,1,48,0,4,MuchaSalsa,S. Altimira,3,7,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,4,1,48,0,48,Maldinillo 💥,V. Parada,2,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,408,Chamacónicos,M. Morey,2,14,0,0,1,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,408,De la Guettir FC,P. Torre,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,408,Libre,O. Mascarell,3,3,0,1,0,0,0,0,0,0,1,0
2025-11-29,2,408,1,5,1,408,Libre,T. Asano,4,2,0,1,0,0,0,0,0,0,1,0
2025-11-29,2,408,1,5,1,408,Los marinero,L. Román,1,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,5,De la Guettir FC,F. Beltrán,3,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,5,Jotabetrbb,I. Radu,1,7,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,5,Juanba,I. Moriba,3,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,5,Juanba,B. Zaragoza,3,0,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,408,1,5,1,5,Libre,J. Rodríguez,2,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,2,1,23,1,2,Jotabetrbb,M. Ruggeri,2,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,2,1,23,1,2,Juanba,R. Le Normand,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,2,1,23,1,2,Los marinero,T. Almada,3,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,2,1,23,1,23,Dani,A. Febas,3,3,0,0,0,0,0,0,0,0,1,0
2025-11-29,2,2,1,23,1,23,De la Guettir FC,J. Donald,2,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,2,1,23,1,23,De la Guettir FC,L. Pétrot,2,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,2,1,23,1,23,MuchaSalsa,Á. Núñez,2,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,12,2,3,3,12,Chamacónicos,P. Campos,1,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,12,2,3,3,12,Jotabetrbb,J. Cabello,2,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,12,2,3,3,12,Juanba,J. Luis Morales,4,9,0,1,0,0,0,1,0,0,1,0
2025-11-29,2,12,2,3,3,12,Libre,A. de la Fuente,2,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,12,2,3,3,3,Libre,M. Casadó,3,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,12,2,3,3,3,Los marinero,A. Balde,2,5,0,1,0,0,0,0,0,0,1,0
2025-11-29,2,12,2,3,3,3,MuchaSalsa,Raphinha,4,6,0,0,0,1,0,0,0,0,0,0
2025-11-29,2,50,1,19,0,50,Jotabetrbb,J. Moncayola,3,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,50,1,19,0,50,Los marinero,V. Muñoz,4,8,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,50,1,19,0,50,Maldinillo 💥,A. Budimir,4,11,0,0,1,0,0,0,0,0,0,0
2025-11-29,2,50,1,19,0,19,De la Guettir FC,A. Danjuma,4,0,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,50,1,19,0,19,MuchaSalsa,J. Vázquez,2,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,16,Chamacónicos,B. Méndez,3,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,16,Dani,A. Muñoz,2,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,16,Dani,T. Kubo,3,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,16,Dani,P. Marín,3,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,16,Jotabetrbb,L. Sučić,3,-1,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,16,Juanba,A. Remiro,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,16,Maldinillo 💥,G. Guedes,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,8,Chamacónicos,P. Milla,4,11,0,1,1,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,8,Jotabetrbb,R. Terrats,3,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,8,Los marinero,T. Dolan,3,6,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,16,2,8,2,8,MuchaSalsa,F. Calero,2,4,1,0,0,0,0,0,0,0,1,0
2025-11-29,2,16,2,8,2,8,MuchaSalsa,A. Roca,3,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,20,Chamacónicos,R. Marín,2,13,0,0,1,0,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,20,De la Guettir FC,S. Cardona,2,7,0,0,0,1,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,20,Los marinero,E. Eyong,4,3,0,0,0,1,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,20,MuchaSalsa,L. Júnior,1,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,222,De la Guettir FC,C. Portu,3,0,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,222,Jotabetrbb,J. Solís,3,0,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,222,Los marinero,T. Lemar,3,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,222,Los marinero,H. Rincón,2,-2,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,20,5,222,0,222,MuchaSalsa,D. López,2,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,1370,0,15,3,1370,Chamacónicos,S. Rondón,4,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,1370,0,15,3,1370,Dani,I. Chaira,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,1370,0,15,3,1370,Maldinillo 💥,K. Sibo,3,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,1370,0,15,3,15,Dani,A. Güler,3,5,0,1,0,1,0,0,0,0,0,0
2025-11-29,2,1370,0,15,3,15,Jotabetrbb,V. Júnior,4,10,1,0,1,1,0,0,0,0,1,0
2025-11-29,2,1370,0,15,3,15,Jotabetrbb,G. García,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,1370,0,15,3,15,Maldinillo 💥,A. Rüdiger,2,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,1,Dani,D. Vivian,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,1,Dani,A. Paredes,2,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,1,Libre,G. Guruzeta,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,1,Maldinillo 💥,Á. Berenguer,3,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,1,Maldinillo 💥,M. Sannadi,4,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,14,Chamacónicos,P. Ciss,3,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,14,Libre,U. López,3,3,0,1,0,0,0,0,0,0,1,0
2025-11-29,2,1,1,14,0,14,Los marinero,J. de Frutos,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,1,1,14,0,14,Maldinillo 💥,Á. García,3,3,0,0,0,0,0,0,0,0,1,0
2025-11-29,2,1,1,14,0,14,MuchaSalsa,G. Gumbau,3,-2,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,17,1,9,2,17,Dani,L. Agoumé,3,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,17,1,9,2,17,Juanba,I. Romero,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,2,17,1,9,2,17,Los marinero,C. Ejuke,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,2,17,1,9,2,17,MuchaSalsa,A. Adams,4,-1,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,17,1,9,2,9,Chamacónicos,M. Martín,3,2,0,0,0,0,0,0,0,0,1,0
2025-11-29,2,17,1,9,2,9,De la Guettir FC,D. Soria,1,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,2,17,1,9,2,9,Jotabetrbb,J. Iglesias,2,2,0,0,0,0,1,0,0,0,0,0
2025-11-29,2,17,1,9,2,9,Juanba,Davinchi,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,23,2,12,0,23,Dani,A. Febas,3,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,23,2,12,0,23,De la Guettir FC,L. Pétrot,2,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,23,2,12,0,23,MuchaSalsa,Á. Núñez,2,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,23,2,12,0,12,Jotabetrbb,J. Cabello,2,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,23,2,12,0,12,Juanba,J. Luis Morales,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,23,2,12,0,12,Libre,A. de la Fuente,2,2,0,0,0,0,0,0,0,0,1,0
2025-11-29,3,19,3,9,0,19,Dani,D. López,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,19,De la Guettir FC,A. Danjuma,4,11,0,1,1,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,19,Los marinero,D. Raba,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,19,MuchaSalsa,J. Vázquez,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,9,Chamacónicos,M. Martín,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,9,Chamacónicos,A. Liso,3,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,9,De la Guettir FC,D. Soria,1,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,9,Jotabetrbb,J. Iglesias,2,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,19,3,9,0,9,Los marinero,Davinchi,2,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,48,1,2,1,48,Libre,J. Otto,2,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,48,1,2,1,48,Maldinillo 💥,V. Parada,2,2,1,0,0,0,0,0,0,0,1,0
2025-11-29,3,48,1,2,1,2,Juanba,R. Le Normand,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,1370,Chamacónicos,S. Rondón,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,1370,Dani,A. Escandell,1,8,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,1370,De la Guettir FC,J. Brekalo,3,2,1,0,0,0,0,0,0,0,1,0
2025-11-29,3,1370,1,16,0,16,Chamacónicos,B. Méndez,3,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,16,Chamacónicos,J. Aramburu,2,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,16,Dani,T. Kubo,3,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,16,Dani,P. Marín,3,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,16,Jotabetrbb,O. Óskarsson,4,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,1370,1,16,0,16,Jotabetrbb,D. Ćaleta-Car,2,2,0,0,0,0,0,0,0,0,1,0
2025-11-29,3,222,0,17,2,222,Dani,Y. Asprilla,3,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,222,0,17,2,222,De la Guettir FC,C. Portu,3,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,222,0,17,2,222,De la Guettir FC,C. Stuani,4,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,222,0,17,2,222,Jotabetrbb,J. Solís,3,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,222,0,17,2,222,Los marinero,T. Lemar,3,1,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,222,0,17,2,222,MuchaSalsa,D. López,2,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,222,0,17,2,17,Jotabetrbb,C. Ejuke,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,222,0,17,2,17,Juanba,I. Romero,4,9,0,1,1,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,15,Dani,A. Güler,3,10,0,1,1,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,15,De la Guettir FC,F. Valverde,3,3,0,0,0,1,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,15,Jotabetrbb,V. Júnior,4,10,0,1,1,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,15,Jotabetrbb,T. Courtois,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,15,Jotabetrbb,G. García,4,0,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,15,Juanba,Rodrygo,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,15,Los marinero,É. Militão,2,5,0,0,0,0,0,0,0,0,1,0
2025-11-29,3,15,2,408,1,408,Chamacónicos,M. Morey,2,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,408,De la Guettir FC,P. Torre,3,6,0,1,0,1,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,408,Libre,M. Morlanes,3,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,15,2,408,1,408,Los marinero,L. Román,1,4,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,5,Juanba,I. Moriba,3,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,5,Juanba,B. Zaragoza,3,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,5,Juanba,I. Radu,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,20,Chamacónicos,R. Marín,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,20,De la Guettir FC,S. Cardona,2,3,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,20,Los marinero,E. Eyong,4,6,0,1,0,1,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,20,Maldinillo 💥,T. Buchanan,3,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,5,1,20,1,20,MuchaSalsa,L. Júnior,1,1,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,4,Chamacónicos,R. Riquelme,3,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,4,Juanba,Á. Ortiz,2,6,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,4,Juanba,N. Deossa,3,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,4,Los marinero,N. Souza,2,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,4,MuchaSalsa,S. Altimira,3,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,1,Dani,A. Paredes,2,13,0,0,1,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,1,Maldinillo 💥,Y. Berchiche,2,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,4,1,1,2,1,Maldinillo 💥,M. Sannadi,4,1,1,0,0,0,0,0,0,0,1,0
2025-11-29,3,8,1,50,0,8,Chamacónicos,P. Milla,4,5,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,8,1,50,0,8,Dani,T. Dolan,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,8,1,50,0,8,Jotabetrbb,R. Terrats,3,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,8,1,50,0,8,Libre,R. Fernández,4,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,8,1,50,0,8,MuchaSalsa,F. Calero,2,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,8,1,50,0,50,Jotabetrbb,J. Moncayola,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,8,1,50,0,50,Los marinero,V. Muñoz,4,5,0,1,0,0,0,0,0,0,1,0
2025-11-29,3,8,1,50,0,50,Maldinillo 💥,A. Budimir,4,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,14,1,3,1,14,Chamacónicos,P. Ciss,3,6,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,14,1,3,1,14,Libre,U. López,3,4,0,1,0,0,0,0,0,0,1,0
2025-11-29,3,14,1,3,1,14,Los marinero,J. de Frutos,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,14,1,3,1,14,Maldinillo 💥,Á. García,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,14,1,3,1,14,MuchaSalsa,G. Gumbau,3,1,1,0,0,0,0,0,0,0,0,0
2025-11-29,3,14,1,3,1,3,Los marinero,A. Balde,2,3,0,1,0,0,0,0,0,0,0,0
2025-11-29,3,14,1,3,1,3,Maldinillo 💥,E. García,2,5,0,0,0,0,0,0,0,0,0,0
2025-11-29,3,14,1,3,1,3,MuchaSalsa,Raphinha,4,2,0,1,0,0,0,0,0,0,0,0
2025-11-29,4,17,2,23,2,17,Jotabetrbb,C. Azpilicueta,2,3,0,0,0,0,0,0,0,0,1,0
2025-11-29,4,17,2,23,2,17,Jotabetrbb,I. Romero,4,8,0,0,1,0,0,0,0,0,1,0
2025-11-29,4,17,2,23,2,23,De la Guettir FC,H. Fort,2,2,1,0,0,0,0,0,0,0,0,0
2025-11-29,4,17,2,23,2,23,De la Guettir FC,R. Mendoza,3,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,4,17,2,23,2,23,MuchaSalsa,Á. Núñez,2,2,0,0,0,0,0,0,0,0,0,0
2025-11-29,4,9,2,1370,0,9,Chamacónicos,M. Martín,3,10,0,1,1,0,0,0,0,0,0,0
2025-11-29,4,9,2,1370,0,9,Chamacónicos,A. Liso,3,4,0,1,0,0,0,0,0,0,0,0
2025-11-29,4,9,2,1370,0,9,Jotabetrbb,J. Iglesias,2,3,1,0,0,0,0,0,0,0,0,0
2025-11-29,4,9,2,1370,0,9,Los marinero,D. Duarte,2,4,0,0,0,0,0,0,0,0,0,0
